State,County__State_Code,Democrat_Votes,Democrat_Pct,Republican_Votes,Republican_Pct,Various candidates Other parties_Votes,Various candidates Other parties_Pct,Michael Badnarik [ 11 ] Libertarian_Votes,Michael Badnarik [ 11 ] Libertarian_Pct,Various candidates [ 11 ] Write-ins_Votes,Various candidates [ 11 ] Write-ins_Pct,Michael J. Badnarik [ 9 ] Libertarian_Votes,Michael J. Badnarik [ 9 ] Libertarian_Pct,Michael Anthony Peroutka [ 9 ] Constitution_Votes,Michael Anthony Peroutka [ 9 ] Constitution_Pct,Various Other Candidates [ 9 ] Write In_Votes,Various Other Candidates [ 9 ] Write In_Pct,Ralph Nader Reform_Votes,Ralph Nader Reform_Pct,Michael James Badnarik Libertarian_Votes,Michael James Badnarik Libertarian_Pct,Ralph Nader By Petition_Votes,Ralph Nader By Petition_Pct,Michael Badarnik Libertarian_Votes,Michael Badarnik Libertarian_Pct,Michael Peroutka Nebraska_Votes,Michael Peroutka Nebraska_Pct,Ralph Nader Independent_Votes,Ralph Nader Independent_Pct,Michael Badnarik Libertarian_Votes,Michael Badnarik Libertarian_Pct,Michael Peroutka Constitution_Votes,Michael Peroutka Constitution_Pct,Michael J. Badnarik Libertarian_Votes,Michael J. Badnarik Libertarian_Pct,David Cobb Green_Votes,David Cobb Green_Pct,Walt Brown United Citizens_Votes,Walt Brown United Citizens_Pct,Ralph Nader Unaffiliated_Votes,Ralph Nader Unaffiliated_Pct,Total_Votes,Winner,Winner_Pct
Montana,Jefferson__MT,1881,32.06,3844,65.51,143,2.44,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,5868,Republican,65.51
Montana,Judith_Basin__MT,322,25.04,944,73.41,20,1.56,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,1286,Republican,73.41
Montana,Lake__MT,4960,39.44,7245,57.61,371,2.95,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,12576,Republican,57.61
Montana,Lewis_and_Clark__MT,12717,42.61,16494,55.27,632,2.12,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,29843,Republican,55.27
Montana,Liberty__MT,281,27.2,734,71.06,18,1.74,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,1033,Republican,71.06
Montana,Lincoln__MT,2320,27.46,5889,69.7,240,2.84,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,8449,Republican,69.7
Montana,Madison__MT,983,24.99,2868,72.92,82,2.08,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,3933,Republican,72.92
Montana,McCone__MT,320,28.14,791,69.57,26,2.29,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,1137,Republican,69.57
Montana,Meagher__MT,247,25.39,698,71.74,28,2.88,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,973,Republican,71.74
Montana,Mineral__MT,542,29.5,1242,67.61,53,2.89,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,1837,Republican,67.61
Montana,Missoula__MT,26983,51.44,23989,45.73,1482,2.83,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,52454,Democrat,51.44
Montana,Musselshell__MT,538,23.94,1663,74.01,46,2.05,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,2247,Republican,74.01
Montana,Park__MT,3199,38.93,4771,58.06,248,3.02,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,8218,Republican,58.06
Montana,Petroleum__MT,55,18.84,228,78.08,9,3.08,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,292,Republican,78.08
Montana,Phillips__MT,456,21.01,1677,77.28,37,1.71,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,2170,Republican,77.28
Montana,Pondera__MT,956,33.43,1853,64.79,51,1.78,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,2860,Republican,64.79
Montana,Powder_River__MT,154,14.97,856,83.19,19,1.85,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,1029,Republican,83.19
Montana,Powell__MT,761,26.89,1993,70.42,76,2.69,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,2830,Republican,70.42
Montana,Prairie__MT,181,24.59,546,74.18,9,1.22,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,736,Republican,74.18
Montana,Ravalli__MT,6144,30.93,13279,66.84,444,2.23,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,19867,Republican,66.84
Montana,Richland__MT,1120,26.0,3110,72.19,78,1.81,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,4308,Republican,72.19
Montana,Roosevelt__MT,2195,54.49,1762,43.74,71,1.76,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,4028,Democrat,54.49
Montana,Rosebud__MT,1520,42.4,1982,55.29,83,2.32,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,3585,Republican,55.29
Montana,Sanders__MT,1502,29.15,3461,67.16,190,3.69,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,5153,Republican,67.16
Montana,Sheridan__MT,846,41.51,1159,56.87,33,1.62,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,2038,Republican,56.87
Montana,Silver_Bow__MT,9307,57.86,6381,39.67,396,2.46,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,16084,Democrat,57.86
Montana,Stillwater__MT,1025,24.33,3090,73.34,98,2.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,4213,Republican,73.34
Montana,Sweet_Grass__MT,445,22.44,1509,76.1,29,1.46,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,1983,Republican,76.1
Montana,Teton__MT,1047,31.17,2232,66.45,80,2.38,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,3359,Republican,66.45
Montana,Toole__MT,690,29.86,1583,68.5,38,1.64,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,2311,Republican,68.5
Montana,Treasure__MT,121,25.1,348,72.2,13,2.7,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,482,Republican,72.2
Montana,Valley__MT,1431,35.61,2476,61.62,111,2.76,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,4018,Republican,61.62
Montana,Wheatland__MT,250,25.54,706,72.11,23,2.35,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,979,Republican,72.11
Montana,Wibaux__MT,144,25.71,407,72.68,9,1.61,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,560,Republican,72.68
Montana,Yellowstone__MT,24120,36.39,40903,61.71,1263,1.9,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,66286,Republican,61.71
Nebraska,Adams__NE,3791,28.53,9233,69.49,45,0.34,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,132,0.99,37,0.28,48,0.36,,,,,,,,,,,,,,,13286,Republican,69.49
Nebraska,Antelope__NE,613,17.9,2761,80.64,5,0.15,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,27,0.79,11,0.32,7,0.2,,,,,,,,,,,,,,,3424,Republican,80.64
Nebraska,Arthur__NE,24,9.02,240,90.23,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.75,0,0.0,0,0.0,,,,,,,,,,,,,,,266,Republican,90.23
Nebraska,Banner__NE,56,12.81,379,86.73,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.23,1,0.23,0,0.0,,,,,,,,,,,,,,,437,Republican,86.73
Nebraska,Blaine__NE,38,11.21,301,88.79,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,339,Republican,88.79
Nebraska,Boone__NE,546,18.86,2309,79.76,4,0.14,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,20,0.69,6,0.21,10,0.35,,,,,,,,,,,,,,,2895,Republican,79.76
Nebraska,Box_Butte__NE,1657,32.16,3396,65.92,14,0.28,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,55,1.07,11,0.21,19,0.37,,,,,,,,,,,,,,,5152,Republican,65.92
Nebraska,Boyd__NE,228,19.86,911,79.36,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5,0.44,3,0.26,1,0.09,,,,,,,,,,,,,,,1148,Republican,79.36
Nebraska,Brown__NE,268,15.46,1426,82.29,3,0.18,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,13,0.75,4,0.23,19,1.1,,,,,,,,,,,,,,,1733,Republican,82.29
Nebraska,Buffalo__NE,4100,22.03,14222,76.43,40,0.21,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,154,0.83,57,0.31,35,0.19,,,,,,,,,,,,,,,18608,Republican,76.43
Nebraska,Burt__NE,1272,34.68,2349,64.04,9,0.25,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,23,0.63,9,0.25,6,0.16,,,,,,,,,,,,,,,3668,Republican,64.04
Nebraska,Butler__NE,1068,25.62,3016,72.36,10,0.24,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,53,1.27,6,0.14,15,0.36,,,,,,,,,,,,,,,4168,Republican,72.36
Nebraska,Cass__NE,3619,31.39,7763,67.33,29,0.25,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,80,0.69,27,0.23,11,0.1,,,,,,,,,,,,,,,11529,Republican,67.33
Nebraska,Cedar__NE,1083,23.88,3387,74.67,5,0.11,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,43,0.95,7,0.15,11,0.24,,,,,,,,,,,,,,,4536,Republican,74.67
Nebraska,Chase__NE,302,15.31,1652,83.73,2,0.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,7,0.35,8,0.41,2,0.1,,,,,,,,,,,,,,,1973,Republican,83.73
Nebraska,Cherry__NE,483,15.88,2509,82.48,1,0.03,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,28,0.92,9,0.3,12,0.39,,,,,,,,,,,,,,,3042,Republican,82.48
Nebraska,Cheyenne__NE,893,18.82,3791,79.88,7,0.15,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,32,0.67,10,0.21,13,0.27,,,,,,,,,,,,,,,4746,Republican,79.88
Nebraska,Clay__NE,743,22.27,2543,76.21,6,0.18,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,31,0.93,6,0.18,8,0.24,,,,,,,,,,,,,,,3337,Republican,76.21
Nebraska,Colfax__NE,990,27.25,2589,71.26,5,0.14,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,40,1.1,3,0.08,6,0.17,,,,,,,,,,,,,,,3633,Republican,71.26
Nebraska,Cuming__NE,966,22.21,3330,76.57,12,0.28,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,29,0.67,6,0.14,6,0.14,,,,,,,,,,,,,,,4349,Republican,76.57
Nebraska,Custer__NE,1040,18.53,4518,80.51,5,0.09,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,24,0.43,14,0.25,11,0.2,,,,,,,,,,,,,,,5612,Republican,80.51
Nebraska,Dakota__NE,3027,45.76,3526,53.3,10,0.16,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,31,0.47,9,0.14,12,0.18,,,,,,,,,,,,,,,6615,Republican,53.3
Nebraska,Dawes__NE,1119,28.02,2809,70.33,11,0.28,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,38,0.95,10,0.25,7,0.18,,,,,,,,,,,,,,,3994,Republican,70.33
Nebraska,Dawson__NE,1728,21.72,6149,77.29,4,0.05,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,45,0.57,20,0.25,10,0.13,,,,,,,,,,,,,,,7956,Republican,77.29
Nebraska,Deuel__NE,222,21.08,820,77.87,1,0.09,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5,0.47,3,0.28,2,0.19,,,,,,,,,,,,,,,1053,Republican,77.87
Nebraska,Dixon__NE,938,31.17,2028,67.4,7,0.23,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,22,0.73,7,0.23,7,0.23,,,,,,,,,,,,,,,3009,Republican,67.4
Nebraska,Dodge__NE,5250,32.46,10716,66.26,20,0.12,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,116,0.72,46,0.28,24,0.15,,,,,,,,,,,,,,,16172,Republican,66.26
Nebraska,Douglas__NE,83330,40.24,120813,58.34,572,0.28,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1462,0.71,641,0.31,253,0.12,,,,,,,,,,,,,,,207071,Republican,58.34
Nebraska,Dundy__NE,186,17.66,858,81.48,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,0.38,4,0.38,1,0.09,,,,,,,,,,,,,,,1053,Republican,81.48
Nebraska,Fillmore__NE,828,25.93,2314,72.47,6,0.19,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,27,0.85,9,0.28,9,0.28,,,,,,,,,,,,,,,3193,Republican,72.47
Nebraska,Franklin__NE,412,24.04,1277,74.5,3,0.18,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,11,0.64,6,0.35,5,0.29,,,,,,,,,,,,,,,1714,Republican,74.5
Nebraska,Frontier__NE,275,18.75,1160,79.07,4,0.27,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,14,0.95,8,0.55,6,0.41,,,,,,,,,,,,,,,1467,Republican,79.07
Nebraska,Furnas__NE,492,19.94,1950,79.04,2,0.08,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,16,0.65,3,0.12,4,0.16,,,,,,,,,,,,,,,2467,Republican,79.04
Nebraska,Gage__NE,3655,35.2,6575,63.32,23,0.22,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,82,0.79,28,0.27,21,0.2,,,,,,,,,,,,,,,10384,Republican,63.32
Nebraska,Garden__NE,201,16.99,970,81.99,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,9,0.76,2,0.17,1,0.08,,,,,,,,,,,,,,,1183,Republican,81.99
Nebraska,Garfield__NE,196,19.27,806,79.25,1,0.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,12,1.18,1,0.1,1,0.1,,,,,,,,,,,,,,,1017,Republican,79.25
Nebraska,Gosper__NE,222,19.84,890,79.54,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5,0.45,1,0.09,1,0.09,,,,,,,,,,,,,,,1119,Republican,79.54
Nebraska,Grant__NE,41,10.35,352,88.89,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.51,1,0.25,0,0.0,,,,,,,,,,,,,,,396,Republican,88.89
Nebraska,Greeley__NE,361,28.93,865,69.31,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,15,1.2,1,0.08,6,0.48,,,,,,,,,,,,,,,1248,Republican,69.31
Nebraska,Hall__NE,6228,29.44,14592,68.98,54,0.26,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,197,0.93,41,0.19,42,0.2,,,,,,,,,,,,,,,21154,Republican,68.98
Nebraska,Hamilton__NE,1012,20.8,3785,77.78,5,0.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,50,1.03,4,0.08,10,0.21,,,,,,,,,,,,,,,4866,Republican,77.78
Nebraska,Harlan__NE,398,20.98,1467,77.33,1,0.05,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,22,1.16,2,0.11,7,0.37,,,,,,,,,,,,,,,1897,Republican,77.33
Nebraska,Hayes__NE,66,11.04,524,87.63,4,0.67,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.33,1,0.17,1,0.17,,,,,,,,,,,,,,,598,Republican,87.63
Nebraska,Hitchcock__NE,296,19.92,1171,78.8,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,9,0.61,2,0.13,8,0.54,,,,,,,,,,,,,,,1486,Republican,78.8
Nebraska,Holt__NE,894,17.28,4217,81.5,6,0.12,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,28,0.54,10,0.19,19,0.37,,,,,,,,,,,,,,,5174,Republican,81.5
Nebraska,Hooker__NE,64,13.88,392,85.03,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.43,1,0.22,2,0.43,,,,,,,,,,,,,,,461,Republican,85.03
Nebraska,Howard__NE,900,30.21,2020,67.81,7,0.23,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,34,1.14,10,0.34,8,0.27,,,,,,,,,,,,,,,2979,Republican,67.81
Nebraska,Jefferson__NE,1352,33.71,2600,64.82,11,0.27,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,29,0.72,13,0.32,6,0.15,,,,,,,,,,,,,,,4011,Republican,64.82
Nebraska,Johnson__NE,885,36.97,1470,61.4,8,0.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,25,1.04,4,0.17,2,0.08,,,,,,,,,,,,,,,2394,Republican,61.4
Nebraska,Kearney__NE,707,20.92,2621,77.57,11,0.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,27,0.8,9,0.27,4,0.12,,,,,,,,,,,,,,,3379,Republican,77.57
Nebraska,Keith__NE,743,17.96,3356,81.12,3,0.07,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,24,0.58,2,0.05,9,0.22,,,,,,,,,,,,,,,4137,Republican,81.12
Nebraska,Keya_Paha__NE,98,17.85,442,80.51,1,0.18,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5,0.91,2,0.36,1,0.18,,,,,,,,,,,,,,,549,Republican,80.51
Nebraska,Kimball__NE,366,19.5,1491,79.44,4,0.21,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,7,0.37,3,0.16,6,0.32,,,,,,,,,,,,,,,1877,Republican,79.44
Nebraska,Knox__NE,1086,25.78,3062,72.68,6,0.14,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,38,0.9,5,0.12,16,0.38,,,,,,,,,,,,,,,4213,Republican,72.68
Nebraska,Lancaster__NE,52747,42.36,69764,56.03,513,0.41,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1010,0.81,324,0.26,151,0.12,,,,,,,,,,,,,,,124509,Republican,56.03
Nebraska,Lincoln__NE,4905,30.28,11056,68.25,41,0.25,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,123,0.76,38,0.23,36,0.22,,,,,,,,,,,,,,,16199,Republican,68.25
Nebraska,Logan__NE,67,15.62,357,83.22,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,0.7,1,0.23,1,0.23,,,,,,,,,,,,,,,429,Republican,83.22
Nebraska,Loup__NE,68,17.62,314,81.35,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,0.78,1,0.26,0,0.0,,,,,,,,,,,,,,,386,Republican,81.35
Nebraska,Madison__NE,2934,20.82,10981,77.94,29,0.21,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,94,0.67,26,0.18,25,0.18,,,,,,,,,,,,,,,14089,Republican,77.94
Nebraska,McPherson__NE,49,15.71,259,83.01,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.32,3,0.96,0,0.0,,,,,,,,,,,,,,,312,Republican,83.01
Nebraska,Merrick__NE,833,22.78,2771,75.77,8,0.22,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,30,0.82,5,0.14,10,0.27,,,,,,,,,,,,,,,3657,Republican,75.77
Nebraska,Morrill__NE,495,21.59,1755,76.54,6,0.26,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,20,0.87,10,0.44,7,0.31,,,,,,,,,,,,,,,2293,Republican,76.54
Nebraska,Nance__NE,459,26.52,1237,71.46,4,0.23,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,19,1.1,3,0.17,9,0.52,,,,,,,,,,,,,,,1731,Republican,71.46
Nebraska,Nemaha__NE,1066,28.69,2595,69.85,9,0.24,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,30,0.81,10,0.27,5,0.13,,,,,,,,,,,,,,,3715,Republican,69.85
Nebraska,Nuckolls__NE,541,21.89,1884,76.24,7,0.28,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,23,0.93,7,0.28,9,0.36,,,,,,,,,,,,,,,2471,Republican,76.24
Nebraska,Otoe__NE,2275,30.8,5018,67.94,19,0.26,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,47,0.64,16,0.22,11,0.15,,,,,,,,,,,,,,,7386,Republican,67.94
Nebraska,Pawnee__NE,481,32.43,986,66.49,3,0.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5,0.34,3,0.2,5,0.34,,,,,,,,,,,,,,,1483,Republican,66.49
Nebraska,Perkins__NE,262,16.82,1285,82.48,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5,0.32,4,0.26,2,0.13,,,,,,,,,,,,,,,1558,Republican,82.48
Nebraska,Phelps__NE,830,17.5,3872,81.64,6,0.13,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,18,0.38,7,0.15,10,0.21,,,,,,,,,,,,,,,4743,Republican,81.64
Nebraska,Pierce__NE,546,16.07,2824,83.11,4,0.12,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,14,0.41,7,0.21,3,0.09,,,,,,,,,,,,,,,3398,Republican,83.11
Nebraska,Platte__NE,2657,19.0,11130,79.57,37,0.26,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,107,0.76,30,0.21,26,0.19,,,,,,,,,,,,,,,13987,Republican,79.57
Nebraska,Polk__NE,549,20.13,2146,78.69,1,0.04,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,21,0.77,2,0.07,8,0.29,,,,,,,,,,,,,,,2727,Republican,78.69
Nebraska,Red_Willow__NE,1055,20.06,4129,78.53,9,0.17,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,40,0.76,14,0.27,11,0.21,,,,,,,,,,,,,,,5258,Republican,78.53
Nebraska,Richardson__NE,1297,30.32,2924,68.35,9,0.21,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,27,0.63,9,0.21,12,0.28,,,,,,,,,,,,,,,4278,Republican,68.35
Nebraska,Rock__NE,130,14.72,740,83.81,1,0.11,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,8,0.91,2,0.23,2,0.23,,,,,,,,,,,,,,,883,Republican,83.81
Nebraska,Saline__NE,2420,43.48,3071,55.17,14,0.25,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,38,0.68,10,0.18,13,0.23,,,,,,,,,,,,,,,5566,Republican,55.17
Nebraska,Sarpy__NE,17455,29.92,40163,68.85,117,0.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,334,0.57,200,0.34,65,0.11,,,,,,,,,,,,,,,58334,Republican,68.85
Nebraska,Saunders__NE,2884,30.39,6441,67.88,29,0.31,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,84,0.89,28,0.3,23,0.24,,,,,,,,,,,,,,,9489,Republican,67.88
Nebraska,Scotts_Bluff__NE,3843,26.71,10378,72.12,28,0.19,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,84,0.58,30,0.21,27,0.19,,,,,,,,,,,,,,,14390,Republican,72.12
Nebraska,Seward__NE,2114,27.94,5353,70.76,19,0.25,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,49,0.65,11,0.15,19,0.25,,,,,,,,,,,,,,,7565,Republican,70.76
Nebraska,Sheridan__NE,430,16.54,2136,82.19,4,0.15,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,16,0.62,11,0.42,2,0.08,,,,,,,,,,,,,,,2599,Republican,82.19
