State,County__State_Code,Democrat_Votes,Democrat_Pct,Republican_Votes,Republican_Pct,Miscellaneous_Votes,Miscellaneous_Pct,Total_Votes,Winner,Winner_Pct
Missouri,Texas__MO,4261,45.77,5048,54.23,0,0,9309,Republican,54.23
Missouri,Vernon__MO,3704,43.8,4750,56.17,2,0.02,8456,Republican,56.17
Missouri,Warren__MO,2132,31.62,4608,68.34,3,0.04,6743,Republican,68.34
Missouri,Washington__MO,2873,44.44,3589,55.51,3,0.05,6465,Republican,55.51
Missouri,Wayne__MO,2549,46.82,2892,53.12,3,0.06,5444,Republican,53.12
Missouri,Webster__MO,3409,39.1,5306,60.86,4,0.05,8719,Republican,60.86
Missouri,Worth__MO,760,45.87,897,54.13,0,0,1657,Republican,54.13
Missouri,Wright__MO,2182,32.49,4530,67.45,4,0.06,6716,Republican,67.45
Montana,Beaverhead__MT,842,20.52,3261,79.48,0,0,4103,Republican,79.48
Montana,Big_Horn__MT,1644,44.02,2091,55.98,0,0,3735,Republican,55.98
Montana,Blaine__MT,1107,36.96,1888,63.04,0,0,2995,Republican,63.04
Montana,Broadwater__MT,401,25.64,1163,74.36,0,0,1564,Republican,74.36
Montana,Carbon__MT,1468,33.65,2895,66.35,0,0,4363,Republican,66.35
Montana,Carter__MT,237,22.4,821,77.6,0,0,1058,Republican,77.6
Montana,Cascade__MT,11105,34.45,21129,65.55,0,0,32234,Republican,65.55
Montana,Chouteau__MT,853,23.81,2730,76.19,0,0,3583,Republican,76.19
Montana,Custer__MT,1822,31.33,3994,68.67,0,0,5816,Republican,68.67
Montana,Daniels__MT,483,28.99,1183,71.01,0,0,1666,Republican,71.01
Montana,Dawson__MT,1543,30.15,3575,69.85,0,0,5118,Republican,69.85
Montana,Deer_Lodge__MT,3077,54.58,2561,45.42,0,0,5638,Democrat,54.58
Montana,Fallon__MT,512,26.67,1408,73.33,0,0,1920,Republican,73.33
Montana,Fergus__MT,1840,26.85,5012,73.15,0,0,6852,Republican,73.15
Montana,Flathead__MT,6349,26.71,17418,73.29,0,0,23767,Republican,73.29
Montana,Gallatin__MT,5747,26.45,15979,73.55,0,0,21726,Republican,73.55
Montana,Garfield__MT,169,17.35,805,82.65,0,0,974,Republican,82.65
Montana,Glacier__MT,1394,34.06,2699,65.94,0,0,4093,Republican,65.94
Montana,Golden_Valley__MT,155,27.88,401,72.12,0,0,556,Republican,72.12
Montana,Granite__MT,439,32.02,932,67.98,0,0,1371,Republican,67.98
Montana,Hill__MT,2875,35.54,5214,64.46,0,0,8089,Republican,64.46
Montana,Jefferson__MT,1055,32.73,2168,67.27,0,0,3223,Republican,67.27
Montana,Judith_Basin__MT,480,29.5,1147,70.5,0,0,1627,Republican,70.5
Montana,Lake__MT,2615,30.65,5917,69.35,0,0,8532,Republican,69.35
Montana,Lewis_and_Clark__MT,6815,32.13,14397,67.87,0,0,21212,Republican,67.87
Montana,Liberty__MT,283,22.53,973,77.47,0,0,1256,Republican,77.47
Montana,Lincoln__MT,2422,32.96,4926,67.04,0,0,7348,Republican,67.04
Montana,McCone__MT,349,23.73,1122,76.27,0,0,1471,Republican,76.27
Montana,Madison__MT,676,21.49,2469,78.51,0,0,3145,Republican,78.51
Montana,Meagher__MT,247,24.95,743,75.05,0,0,990,Republican,75.05
Montana,Mineral__MT,660,39.83,997,60.17,0,0,1657,Republican,60.17
Montana,Missoula__MT,13115,37.91,21479,62.09,0,0,34594,Republican,62.09
Montana,Musselshell__MT,784,35.57,1420,64.43,0,0,2204,Republican,64.43
Montana,Park__MT,1663,26.84,4532,73.16,0,0,6195,Republican,73.16
Montana,Petroleum__MT,90,26.39,251,73.61,0,0,341,Republican,73.61
Montana,Phillips__MT,745,28.08,1908,71.92,0,0,2653,Republican,71.92
Montana,Pondera__MT,897,26.14,2535,73.86,0,0,3432,Republican,73.86
Montana,Powder_River__MT,336,23.28,1107,76.72,0,0,1443,Republican,76.72
Montana,Powell__MT,883,29.5,2110,70.5,0,0,2993,Republican,70.5
Montana,Prairie__MT,283,30.53,644,69.47,0,0,927,Republican,69.47
Montana,Ravalli__MT,3063,26.86,8341,73.14,0,0,11404,Republican,73.14
Montana,Richland__MT,1252,24.85,3786,75.15,0,0,5038,Republican,75.15
Montana,Roosevelt__MT,1504,36.15,2656,63.85,0,0,4160,Republican,63.85
Montana,Rosebud__MT,1167,33.89,2276,66.11,0,0,3443,Republican,66.11
Montana,Sanders__MT,1395,34.88,2604,65.12,0,0,3999,Republican,65.12
Montana,Sheridan__MT,955,32.8,1957,67.2,0,0,2912,Republican,67.2
Montana,Silver_Bow__MT,9721,50.17,9656,49.83,0,0,19377,Democrat,50.17
Montana,Stillwater__MT,919,30.8,2065,69.2,0,0,2984,Republican,69.2
Montana,Sweet_Grass__MT,440,25.3,1299,74.7,0,0,1739,Republican,74.7
Montana,Teton__MT,902,25.31,2662,74.69,0,0,3564,Republican,74.69
Montana,Toole__MT,634,22.25,2216,77.75,0,0,2850,Republican,77.75
Montana,Treasure__MT,181,32.67,373,67.33,0,0,554,Republican,67.33
Montana,Valley__MT,1567,30.19,3623,69.81,0,0,5190,Republican,69.81
Montana,Wheatland__MT,381,30.98,849,69.02,0,0,1230,Republican,69.02
Montana,Wibaux__MT,219,29.96,512,70.04,0,0,731,Republican,70.04
Montana,Yellowstone__MT,15272,31.61,33041,68.39,0,0,48313,Republican,68.39
Nebraska,Adams__NE,3372,25.99,9601,74.01,0,0,12973,Republican,74.01
Nebraska,Antelope__NE,659,16.24,3398,83.76,0,0,4057,Republican,83.76
Nebraska,Arthur__NE,57,17.87,262,82.13,0,0,319,Republican,82.13
Nebraska,Banner__NE,33,6.2,499,93.8,0,0,532,Republican,93.8
Nebraska,Blaine__NE,63,14.25,379,85.75,0,0,442,Republican,85.75
Nebraska,Boone__NE,769,21.34,2834,78.66,0,0,3603,Republican,78.66
Nebraska,Box_Butte__NE,1208,21.84,4324,78.16,0,0,5532,Republican,78.16
Nebraska,Boyd__NE,376,21.7,1357,78.3,0,0,1733,Republican,78.3
Nebraska,Brown__NE,341,16.34,1746,83.66,0,0,2087,Republican,83.66
Nebraska,Buffalo__NE,3167,22.24,11076,77.76,0,0,14243,Republican,77.76
Nebraska,Burt__NE,814,20.91,3079,79.09,0,0,3893,Republican,79.09
Nebraska,Butler__NE,1112,28.3,2817,71.7,0,0,3929,Republican,71.7
Nebraska,Cass__NE,2007,25.67,5811,74.33,0,0,7818,Republican,74.33
Nebraska,Cedar__NE,1265,26.04,3593,73.96,0,0,4858,Republican,73.96
Nebraska,Chase__NE,324,15.41,1779,84.59,0,0,2103,Republican,84.59
Nebraska,Cherry__NE,489,15.5,2666,84.5,0,0,3155,Republican,84.5
Nebraska,Cheyenne__NE,776,18.89,3332,81.11,0,0,4108,Republican,81.11
Nebraska,Clay__NE,840,21.97,2984,78.03,0,0,3824,Republican,78.03
Nebraska,Colfax__NE,893,20.05,3561,79.95,0,0,4454,Republican,79.95
Nebraska,Cuming__NE,803,15.65,4328,84.35,0,0,5131,Republican,84.35
Nebraska,Custer__NE,1011,17.04,4923,82.96,0,0,5934,Republican,82.96
Nebraska,Dakota__NE,1930,35.17,3558,64.83,0,0,5488,Republican,64.83
Nebraska,Dawes__NE,705,16.37,3601,83.63,0,0,4306,Republican,83.63
Nebraska,Dawson__NE,1463,16.99,7146,83.01,0,0,8609,Republican,83.01
Nebraska,Deuel__NE,192,15.74,1028,84.26,0,0,1220,Republican,84.26
Nebraska,Dixon__NE,822,24.28,2563,75.72,0,0,3385,Republican,75.72
Nebraska,Dodge__NE,3564,25.01,10686,74.99,0,0,14250,Republican,74.99
Nebraska,Douglas__NE,51668,31.52,112262,68.48,0,0,163930,Republican,68.48
Nebraska,Dundy__NE,192,13.61,1219,86.39,0,0,1411,Republican,86.39
Nebraska,Fillmore__NE,1025,27.36,2721,72.64,0,0,3746,Republican,72.64
Nebraska,Franklin__NE,441,19.47,1824,80.53,0,0,2265,Republican,80.53
Nebraska,Frontier__NE,259,15.25,1439,84.75,0,0,1698,Republican,84.75
Nebraska,Furnas__NE,536,16.9,2636,83.1,0,0,3172,Republican,83.1
Nebraska,Gage__NE,2259,24.55,6942,75.45,0,0,9201,Republican,75.45
Nebraska,Garden__NE,202,12.78,1378,87.22,0,0,1580,Republican,87.22
Nebraska,Garfield__NE,238,21.48,870,78.52,0,0,1108,Republican,78.52
Nebraska,Gosper__NE,181,17.59,848,82.41,0,0,1029,Republican,82.41
Nebraska,Grant__NE,76,16.34,389,83.66,0,0,465,Republican,83.66
Nebraska,Greeley__NE,495,30.46,1130,69.54,0,0,1625,Republican,69.54
Nebraska,Hall__NE,4422,24.76,13435,75.24,0,0,17857,Republican,75.24
Nebraska,Hamilton__NE,778,18.22,3493,81.78,0,0,4271,Republican,81.78
Nebraska,Harlan__NE,486,20.98,1831,79.02,0,0,2317,Republican,79.02
Nebraska,Hayes__NE,82,11.23,648,88.77,0,0,730,Republican,88.77
Nebraska,Hitchcock__NE,329,16.76,1634,83.24,0,0,1963,Republican,83.24
Nebraska,Holt__NE,1016,17.4,4822,82.6,0,0,5838,Republican,82.6
Nebraska,Hooker__NE,63,13.35,409,86.65,0,0,472,Republican,86.65
Nebraska,Howard__NE,789,26.57,2181,73.43,0,0,2970,Republican,73.43
Nebraska,Jefferson__NE,1125,24.61,3447,75.39,0,0,4572,Republican,75.39
Nebraska,Johnson__NE,626,24.41,1939,75.59,0,0,2565,Republican,75.59
Nebraska,Kearney__NE,726,20.57,2804,79.43,0,0,3530,Republican,79.43
Nebraska,Keith__NE,710,16.31,3644,83.69,0,0,4354,Republican,83.69
Nebraska,Keya_Paha__NE,130,18.9,558,81.1,0,0,688,Republican,81.1
Nebraska,Kimball__NE,385,18.02,1751,81.98,0,0,2136,Republican,81.98
Nebraska,Knox__NE,1057,22.07,3732,77.93,0,0,4789,Republican,77.93
Nebraska,Lancaster__NE,27162,35.63,49071,64.37,0,0,76233,Republican,64.37
Nebraska,Lincoln__NE,3768,26.02,10711,73.98,0,0,14479,Republican,73.98
Nebraska,Logan__NE,71,13.25,465,86.75,0,0,536,Republican,86.75
Nebraska,Loup__NE,74,15.74,396,84.26,0,0,470,Republican,84.26
Nebraska,Madison__NE,1926,15.62,10403,84.38,0,0,12329,Republican,84.38
Nebraska,McPherson__NE,49,14.29,294,85.71,0,0,343,Republican,85.71
Nebraska,Merrick__NE,712,19.27,2982,80.73,0,0,3694,Republican,80.73
Nebraska,Morrill__NE,512,20.16,2028,79.84,0,0,2540,Republican,79.84
Nebraska,Nance__NE,561,26.18,1582,73.82,0,0,2143,Republican,73.82
Nebraska,Nemaha__NE,930,23.78,2981,76.22,0,0,3911,Republican,76.22
Nebraska,Nuckolls__NE,899,27.39,2383,72.61,0,0,3282,Republican,72.61
Nebraska,Otoe__NE,1471,22.43,5088,77.57,0,0,6559,Republican,77.57
Nebraska,Pawnee__NE,431,21.63,1562,78.37,0,0,1993,Republican,78.37
Nebraska,Perkins__NE,313,17.76,1449,82.24,0,0,1762,Republican,82.24
Nebraska,Phelps__NE,734,16.51,3711,83.49,0,0,4445,Republican,83.49
Nebraska,Pierce__NE,517,14.21,3122,85.79,0,0,3639,Republican,85.79
Nebraska,Platte__NE,2389,19.95,9586,80.05,0,0,11975,Republican,80.05
Nebraska,Polk__NE,538,18.32,2398,81.68,0,0,2936,Republican,81.68
Nebraska,Red_Willow__NE,899,17.03,4379,82.97,0,0,5278,Republican,82.97
Nebraska,Richardson__NE,1350,25.26,3994,74.74,0,0,5344,Republican,74.74
Nebraska,Rock__NE,146,13.79,913,86.21,0,0,1059,Republican,86.21
Nebraska,Saline__NE,1908,35.23,3508,64.77,0,0,5416,Republican,64.77
Nebraska,Sarpy__NE,5689,24.52,17513,75.48,0,0,23202,Republican,75.48
Nebraska,Saunders__NE,2034,25.73,5872,74.27,0,0,7906,Republican,74.27
Nebraska,Scotts_Bluff__NE,2854,21.54,10395,78.46,0,0,13249,Republican,78.46
Nebraska,Seward__NE,1803,30.23,4162,69.77,0,0,5965,Republican,69.77
Nebraska,Sheridan__NE,370,11.31,2901,88.69,0,0,3271,Republican,88.69
Nebraska,Sherman__NE,578,29.34,1392,70.66,0,0,1970,Republican,70.66
Nebraska,Sioux__NE,120,12.88,812,87.12,0,0,932,Republican,87.12
Nebraska,Stanton__NE,362,14.68,2104,85.32,0,0,2466,Republican,85.32
Nebraska,Thayer__NE,926,25.37,2724,74.63,0,0,3650,Republican,74.63
Nebraska,Thomas__NE,65,16.17,337,83.83,0,0,402,Republican,83.83
Nebraska,Thurston__NE,726,30.81,1630,69.19,0,0,2356,Republican,69.19
Nebraska,Valley__NE,655,22.36,2274,77.64,0,0,2929,Republican,77.64
Nebraska,Washington__NE,1454,22.5,5009,77.5,0,0,6463,Republican,77.5
Nebraska,Wayne__NE,733,18.69,3188,81.31,0,0,3921,Republican,81.31
Nebraska,Webster__NE,547,22.76,1856,77.24,0,0,2403,Republican,77.24
Nebraska,Wheeler__NE,93,18.56,408,81.44,0,0,501,Republican,81.44
Nebraska,York__NE,1131,17.05,5503,82.95,0,0,6634,Republican,82.95
Nevada,Carson_City__NV,2985,23.77,9571,76.23,0,0,12556,Republican,76.23
Nevada,Churchill__NV,1129,21.41,4144,78.59,0,0,5273,Republican,78.59
Nevada,Clark__NV,40436,31.73,86988,68.27,0,0,127424,Republican,68.27
Nevada,Douglas__NV,1447,19.71,5896,80.29,0,0,7343,Republican,80.29
Nevada,Elko__NV,1384,22.33,4813,77.67,0,0,6197,Republican,77.67
Nevada,Esmeralda__NV,118,25.16,351,74.84,0,0,469,Republican,74.84
Nevada,Eureka__NV,114,20.21,450,79.79,0,0,564,Republican,79.79
Nevada,Humboldt__NV,723,25.43,2120,74.57,0,0,2843,Republican,74.57
Nevada,Lander__NV,391,27.44,1034,72.56,0,0,1425,Republican,72.56
Nevada,Lincoln__NV,431,27.18,1155,72.82,0,0,1586,Republican,72.82
Nevada,Lyon__NV,1361,24.95,4095,75.05,0,0,5456,Republican,75.05
Nevada,Mineral__NV,718,28.2,1828,71.8,0,0,2546,Republican,71.8
Nevada,Nye__NV,1052,28.28,2668,71.72,0,0,3720,Republican,71.72
Nevada,Pershing__NV,329,25.66,953,74.34,0,0,1282,Republican,74.34
Nevada,Storey__NV,236,30.14,547,69.86,0,0,783,Republican,69.86
Nevada,Washoe__NV,16730,25.76,48226,74.24,0,0,64956,Republican,74.24
Nevada,White_Pine__NV,1275,36.83,2187,63.17,0,0,3462,Republican,63.17
New Hampshire,Belknap__NH,4398,23.71,14144,76.26,4,0.02,18546,Republican,76.26
New Hampshire,Carroll__NH,3182,21.44,11650,78.5,9,0.06,14841,Republican,78.5
New Hampshire,Cheshire__NH,8010,31.45,17448,68.51,9,0.04,25467,Republican,68.51
New Hampshire,Coos__NH,4769,32.84,9736,67.05,15,0.1,14520,Republican,67.05
New Hampshire,Grafton__NH,7421,27.33,19705,72.58,25,0.09,27151,Republican,72.58
New Hampshire,Hillsborough__NH,32051,27.8,83188,72.15,65,0.06,115304,Republican,72.15
New Hampshire,Merrimack__NH,12218,29.12,29680,70.73,62,0.15,41960,Republican,70.73
New Hampshire,Rockingham__NH,21981,27.66,57438,72.27,55,0.07,79474,Republican,72.27
New Hampshire,Strafford__NH,11201,34.43,21303,65.49,27,0.08,32531,Republican,65.49
New Hampshire,Sullivan__NH,4958,35.07,9173,64.89,6,0.04,14137,Republican,64.89
New Jersey,Atlantic__NJ,31286,41.06,44355,58.21,561,0.74,76202,Republican,58.21
New Jersey,Bergen__NJ,139474,33.6,272946,65.75,2737,0.66,415157,Republican,65.75
New Jersey,Burlington__NJ,50083,38.03,80739,61.3,887,0.67,131709,Republican,61.3
New Jersey,Camden__NJ,80033,42.84,105331,56.38,1444,0.77,186808,Republican,56.38
New Jersey,Cape_May__NJ,12708,33.03,25591,66.52,172,0.45,38471,Republican,66.52
New Jersey,Cumberland__NJ,19356,41.71,26819,57.8,228,0.49,46403,Republican,57.8
New Jersey,Essex__NJ,145281,50.59,139685,48.64,2200,0.77,287166,Democrat,50.59
New Jersey,Gloucester__NJ,29804,37.77,48690,61.71,409,0.52,78903,Republican,61.71
New Jersey,Hudson__NJ,95622,48.13,100988,50.83,2078,1.05,198688,Republican,50.83
New Jersey,Hunterdon__NJ,10029,27.53,25417,69.77,984,2.7,36430,Republican,69.77
New Jersey,Mercer__NJ,60888,47.35,66720,51.89,974,0.76,128582,Republican,51.89
New Jersey,Middlesex__NJ,97304,40.34,141604,58.71,2298,0.95,241206,Republican,58.71
New Jersey,Monmouth__NJ,71328,33.65,139313,65.72,1330,0.63,211971,Republican,65.72
New Jersey,Morris__NJ,48965,28.2,123816,71.32,823,0.47,173604,Republican,71.32
New Jersey,Ocean__NJ,46923,29.78,109671,69.6,974,0.62,157568,Republican,69.6
New Jersey,Passaic__NJ,61486,38.68,92820,58.4,4645,2.92,158951,Republican,58.4
New Jersey,Salem__NJ,10209,40.08,15065,59.14,200,0.79,25474,Republican,59.14
New Jersey,Somerset__NJ,29470,32.06,61536,66.94,922,1,91928,Republican,66.94
New Jersey,Sussex__NJ,10531,24.88,31569,74.58,227,0.54,42327,Republican,74.58
New Jersey,Union__NJ,86074,39.6,129031,59.37,2234,1.03,217339,Republican,59.37
New Jersey,Warren__NJ,10510,34.13,20135,65.38,152,0.49,30797,Republican,65.38
New Mexico,Bernalillo__NM,54841,34.92,99074,63.08,3148,2,157063,Republican,63.08
New Mexico,Catron__NM,466,32.27,946,65.51,32,2.22,1444,Republican,65.51
New Mexico,Chaves__NM,5350,28.77,13045,70.16,199,1.07,18594,Republican,70.16
New Mexico,Colfax__NM,2266,44.55,2736,53.79,84,1.65,5086,Republican,53.79
New Mexico,Curry__NM,3622,30.01,8315,68.89,133,1.1,12070,Republican,68.89
New Mexico,De_Baca__NM,484,41.51,669,57.38,13,1.11,1166,Republican,57.38
New Mexico,Dona_Ana__NM,10839,37.61,17402,60.38,579,2.01,28820,Republican,60.38
New Mexico,Eddy__NM,7028,40.49,10143,58.43,188,1.08,17359,Republican,58.43
New Mexico,Grant__NM,4600,47.13,4977,50.99,184,1.89,9761,Republican,50.99
New Mexico,Guadalupe__NM,980,45.69,1123,52.35,42,1.96,2145,Republican,52.35
New Mexico,Harding__NM,225,37.44,370,61.56,6,1,601,Republican,61.56
New Mexico,Hidalgo__NM,840,42.19,1118,56.15,33,1.66,1991,Republican,56.15
New Mexico,Lea__NM,5006,30.93,11025,68.12,154,0.95,16185,Republican,68.12
New Mexico,Lincoln__NM,1127,25.77,3181,72.73,66,1.51,4374,Republican,72.73
New Mexico,Los_Alamos__NM,2368,25.24,6848,72.98,167,1.78,9383,Republican,72.98
New Mexico,Luna__NM,2443,38.5,3793,59.77,110,1.73,6346,Republican,59.77
New Mexico,McKinley__NM,4869,37.64,7827,60.51,238,1.84,12934,Republican,60.51
New Mexico,Mora__NM,1274,53.42,1081,45.32,30,1.26,2385,Democrat,53.42
New Mexico,Otero__NM,4111,34.36,7688,64.25,166,1.39,11965,Republican,64.25
New Mexico,Quay__NM,1422,35.33,2557,63.53,46,1.14,4025,Republican,63.53
New Mexico,Rio_Arriba__NM,6245,58.97,4173,39.4,173,1.63,10591,Democrat,58.97
New Mexico,Roosevelt__NM,2240,34.55,4158,64.13,86,1.33,6484,Republican,64.13
New Mexico,San_Juan__NM,6705,28.53,16320,69.45,474,2.02,23499,Republican,69.45
New Mexico,San_Miguel__NM,4514,53.94,3708,44.31,147,1.76,8369,Democrat,53.94
New Mexico,Sandoval__NM,4740,37.67,7551,60.01,291,2.31,12582,Republican,60.01
New Mexico,Santa_Fe__NM,12658,43.89,15484,53.69,696,2.41,28838,Republican,53.69
New Mexico,Sierra__NM,1169,32.88,2339,65.79,47,1.32,3555,Republican,65.79
New Mexico,Socorro__NM,2226,41.05,3072,56.66,124,2.29,5422,Republican,56.66
New Mexico,Taos__NM,4346,50.53,4066,47.27,189,2.2,8601,Democrat,50.53
New Mexico,Torrance__NM,1261,37.97,2008,60.46,52,1.57,3321,Republican,60.46
New Mexico,Union__NM,675,31.6,1439,67.37,22,1.03,2136,Republican,67.37
New Mexico,Valencia__NM,6886,35.97,12002,62.7,254,1.33,19142,Republican,62.7
New York,Albany__NY,75573,52.35,68640,47.55,151,0.1,144364,Democrat,52.35
New York,Allegany__NY,5948,33.72,11671,66.16,21,0.12,17640,Republican,66.16
New York,Bronx__NY,182770,64.62,99120,35.04,957,0.34,282847,Democrat,64.62
New York,Broome__NY,37542,42.05,51632,57.83,106,0.12,89280,Republican,57.83
New York,Cattaraugus__NY,13108,40.07,19547,59.76,54,0.17,32709,Republican,59.76
New York,Cayuga__NY,11866,36.23,20844,63.63,46,0.14,32756,Republican,63.63
New York,Chautauqua__NY,23085,39.29,35595,60.58,76,0.13,58756,Republican,60.58
New York,Chemung__NY,14724,39.57,22466,60.38,19,0.05,37209,Republican,60.38
New York,Chenango__NY,7011,35.79,12569,64.15,12,0.06,19592,Republican,64.15
New York,Clinton__NY,11653,43.34,15217,56.59,20,0.07,26890,Republican,56.59
New York,Columbia__NY,9711,36.96,16528,62.91,35,0.13,26274,Republican,62.91
New York,Cortland__NY,6280,34.8,11737,65.03,31,0.17,18048,Republican,65.03
New York,Delaware__NY,6420,33.5,12726,66.41,18,0.09,19164,Republican,66.41
New York,Dutchess__NY,29279,31.48,63569,68.35,159,0.17,93007,Republican,68.35
New York,Erie__NY,217431,51.71,202642,48.19,400,0.1,420473,Democrat,51.71
New York,Essex__NY,6519,38.4,10442,61.5,17,0.1,16978,Republican,61.5
New York,Franklin__NY,7391,45.37,8890,54.57,11,0.07,16292,Republican,54.57
New York,Fulton__NY,8207,38.13,13294,61.77,21,0.1,21522,Republican,61.77
New York,Genesee__NY,10803,44.11,13647,55.73,39,0.16,24489,Republican,55.73
New York,Greene__NY,6632,34.01,12844,65.87,22,0.11,19498,Republican,65.87
New York,Hamilton__NY,961,29.75,2266,70.15,3,0.09,3230,Republican,70.15
New York,Herkimer__NY,11610,41.63,16256,58.29,22,0.08,27888,Republican,58.29
New York,Jefferson__NY,13427,40.53,19676,59.39,25,0.08,33128,Republican,59.39
New York,Kings__NY,292774,56.18,226686,43.5,1649,0.32,521109,Democrat,56.18
New York,Lewis__NY,4009,40.82,5803,59.08,10,0.1,9822,Republican,59.08
New York,Livingston__NY,9140,40.71,13287,59.17,27,0.12,22454,Republican,59.17
New York,Madison__NY,7973,33.31,15935,66.57,29,0.12,23937,Republican,66.57
New York,Monroe__NY,144249,47.03,162068,52.84,416,0.14,306733,Republican,52.84
New York,Montgomery__NY,9755,40.5,14306,59.39,27,0.11,24088,Republican,59.39
New York,Nassau__NY,213654,35.84,381788,64.04,712,0.12,596154,Republican,64.04
New York,New_York__NY,281965,63.81,157226,35.58,2710,0.61,441901,Democrat,63.81
New York,Niagara__NY,40762,47.17,45590,52.76,56,0.06,86409,Republican,52.76
New York,Oneida__NY,44698,42.65,60004,57.26,97,0.09,104799,Republican,57.26
New York,Onondaga__NY,74500,38.53,118600,61.33,272,0.14,193372,Republican,61.33
New York,Ontario__NY,14676,41.33,20789,58.55,41,0.12,35506,Republican,58.55
New York,Orange__NY,30475,33.69,59872,66.18,123,0.14,90470,Republican,66.18
New York,Orleans__NY,5828,39.89,8765,59.99,18,0.12,14611,Republican,59.99
New York,Oswego__NY,15526,36.5,26959,63.37,56,0.13,42541,Republican,63.37
New York,Otsego__NY,8893,37.2,14987,62.69,27,0.11,23907,Republican,62.69
New York,Putnam__NY,8949,28.12,22827,71.74,43,0.14,31819,Republican,71.74
New York,Queens__NY,273263,48.72,286381,51.06,1279,0.23,560923,Republican,51.06
New York,Rensselaer__NY,30280,43.41,39403,56.49,64,0.09,69747,Republican,56.49
New York,Richmond__NY,38049,34.39,72501,65.52,101,0.09,110651,Republican,65.52
New York,Rockland__NY,36188,34.47,68656,65.39,151,0.14,104993,Republican,65.39
New York,Saratoga__NY,23963,36.66,41342,63.25,57,0.09,65362,Republican,63.25
New York,Schenectady__NY,30340,43.01,40096,56.85,98,0.14,70534,Republican,56.85
New York,Schoharie__NY,4762,38.84,7487,61.06,13,0.11,12262,Republican,61.06
New York,Schuyler__NY,2554,36.71,4393,63.15,10,0.14,6957,Republican,63.15
New York,Seneca__NY,5097,37.23,8578,62.66,15,0.11,13690,Republican,62.66
New York,St__Lawrence__NY,17285,43.62,22300,56.28,39,0.1,39624,Republican,56.28
New York,Steuben__NY,13001,34.06,25142,65.87,27,0.07,38170,Republican,65.87
New York,Suffolk__NY,154448,34.35,294635,65.52,573,0.13,449655,Republican,65.52
New York,Sullivan__NY,9676,35.55,17481,64.23,61,0.22,27218,Republican,64.23
New York,Tioga__NY,6775,35.26,12403,64.55,36,0.19,19214,Republican,64.55
New York,Tompkins__NY,12783,43.09,16834,56.74,51,0.17,29668,Republican,56.74
New York,Ulster__NY,23003,34.47,43572,65.3,151,0.23,66726,Republican,65.3
New York,Warren__NY,7065,31.57,15296,68.36,16,0.07,22377,Republican,68.36
New York,Washington__NY,7221,32.96,14673,66.98,12,0.05,21906,Republican,66.98
New York,Wayne__NY,12730,39.15,19749,60.74,33,0.1,32512,Republican,60.74
New York,Westchester__NY,133278,36.5,231310,63.34,578,0.16,365166,Republican,63.34
New York,Wyoming__NY,5309,36.48,9229,63.42,14,0.1,14552,Republican,63.42
New York,Yates__NY,2870,34.23,5509,65.71,5,0.06,8384,Republican,65.71
North Carolina,Alamance__NC,15042,44.16,19001,55.78,23,0.07,34066,Republican,55.78
North Carolina,Alexander__NC,4546,40.92,6557,59.02,6,0.05,11109,Republican,59.02
North Carolina,Alleghany__NC,2198,51,2110,48.96,2,0.05,4310,Democrat,51
North Carolina,Anson__NC,4973,70.17,2102,29.66,12,0.17,7087,Democrat,70.17
North Carolina,Ashe__NC,4461,43.26,5844,56.67,7,0.07,10312,Republican,56.67
North Carolina,Avery__NC,1527,29.46,3649,70.4,6,0.12,5183,Republican,70.4
North Carolina,Beaufort__NC,6024,46.21,7008,53.75,5,0.04,13037,Republican,53.75
North Carolina,Bertie__NC,3863,68.59,1756,31.18,13,0.23,5632,Democrat,68.59
North Carolina,Bladen__NC,6104,68.27,2835,31.71,2,0.02,8941,Democrat,68.27
North Carolina,Brunswick__NC,6761,52,6233,47.94,9,0.07,13003,Democrat,52
North Carolina,Buncombe__NC,24837,46.4,28576,53.38,117,0.22,53530,Republican,53.38
North Carolina,Burke__NC,11680,45.95,13683,53.83,54,0.21,25417,Republican,53.83
North Carolina,Cabarrus__NC,9768,38.18,15801,61.76,16,0.06,25585,Republican,61.76
North Carolina,Caldwell__NC,8738,39.17,13540,60.69,32,0.14,22310,Republican,60.69
North Carolina,Camden__NC,1212,58.05,870,41.67,6,0.29,2088,Democrat,58.05
North Carolina,Carteret__NC,6485,43.92,8266,55.98,16,0.11,14767,Republican,55.98
North Carolina,Caswell__NC,3529,61.09,2243,38.83,5,0.09,5777,Democrat,61.09
North Carolina,Catawba__NC,13873,36.63,23981,63.31,24,0.06,37878,Republican,63.31
North Carolina,Chatham__NC,7144,54.1,5994,45.39,67,0.51,13205,Democrat,54.1
North Carolina,Cherokee__NC,3114,43.99,3962,55.97,3,0.04,7079,Republican,55.97
North Carolina,Chowan__NC,2146,58.63,1511,41.28,3,0.08,3660,Democrat,58.63
North Carolina,Clay__NC,1324,37.33,2217,62.5,6,0.17,3547,Republican,62.5
North Carolina,Cleveland__NC,12219,52,11272,47.97,7,0.03,23498,Democrat,52
North Carolina,Columbus__NC,10212,64.07,5725,35.92,3,0.02,15940,Democrat,64.07
North Carolina,Craven__NC,7781,46.36,8991,53.57,11,0.07,16783,Republican,53.57
North Carolina,Cumberland__NC,22073,48.8,23094,51.06,61,0.13,45228,Republican,51.06
