State,County__State_Code,Democrat_Votes,Democrat_Pct,Republican_Votes,Republican_Pct,Various candidates Other parties_Votes,Various candidates Other parties_Pct,Ralph Nader [ 23 ] Independent_Votes,Ralph Nader [ 23 ] Independent_Pct,Charles Baldwin [ 23 ] Constitution_Votes,Charles Baldwin [ 23 ] Constitution_Pct,Bob Barr [ 23 ] Libertarian_Votes,Bob Barr [ 23 ] Libertarian_Pct,Ralph Nader Independent_Votes,Ralph Nader Independent_Pct,Bob Barr Libertarian_Votes,Bob Barr Libertarian_Pct,Cynthia McKinney Green_Votes,Cynthia McKinney Green_Pct,Charles Baldwin Constitution_Votes,Charles Baldwin Constitution_Pct,Ralph Nader Peace_Votes,Ralph Nader Peace_Pct,Cynthia McKinney Pacific Green_Votes,Cynthia McKinney Pacific Green_Pct,Various candidates Write-ins_Votes,Various candidates Write-ins_Pct,Bob Barr Independent_Votes,Bob Barr Independent_Pct,Charles Baldwin [ 24 ] Constitution_Votes,Charles Baldwin [ 24 ] Constitution_Pct,Ralph Nader [ 24 ] Peace and Freedom_Votes,Ralph Nader [ 24 ] Peace and Freedom_Pct,Bob Barr [ 24 ] Libertarian_Votes,Bob Barr [ 24 ] Libertarian_Pct,Various candidates [ 24 ] Other parties_Votes,Various candidates [ 24 ] Other parties_Pct,Total_Votes,Winner,Winner_Pct
North Carolina,Columbus__NC,11076,45.61,12994,53.51,212,0.88,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,24282,Republican,53.51
North Carolina,Craven__NC,19352,43.39,24901,55.83,345,0.78,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,44598,Republican,55.83
North Carolina,Cumberland__NC,74693,58.55,52151,40.88,731,0.57,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,127575,Democrat,58.55
North Carolina,Currituck__NC,3737,33.66,7234,65.16,131,1.18,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,11102,Republican,65.16
North Carolina,Dare__NC,8074,44.74,9745,53.99,229,1.27,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,18048,Republican,53.99
North Carolina,Davidson__NC,22433,32.71,45419,66.23,729,1.06,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,68581,Republican,66.23
North Carolina,Davie__NC,6178,30.33,13981,68.64,209,1.03,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,20368,Republican,68.64
North Carolina,Duplin__NC,8958,45.01,10834,54.43,112,0.56,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,19904,Republican,54.43
North Carolina,Durham__NC,103456,75.57,32353,23.63,1088,0.8,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,136897,Democrat,75.57
North Carolina,Edgecombe__NC,17403,67.12,8445,32.57,82,0.31,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,25930,Democrat,67.12
North Carolina,Forsyth__NC,91085,54.83,73674,44.35,1374,0.82,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,166133,Democrat,54.83
North Carolina,Franklin__NC,13085,49.12,13273,49.83,281,1.05,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,26639,Republican,49.83
North Carolina,Gaston__NC,31384,37.18,52507,62.21,511,0.61,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,84402,Republican,62.21
North Carolina,Gates__NC,2830,52.21,2547,46.99,43,0.8,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,5420,Democrat,52.21
North Carolina,Graham__NC,1265,30.33,2824,67.71,82,1.96,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,4171,Republican,67.71
North Carolina,Granville__NC,13074,52.88,11447,46.3,204,0.82,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,24725,Democrat,52.88
North Carolina,Greene__NC,3796,46.85,4272,52.72,35,0.43,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,8103,Republican,52.72
North Carolina,Guilford__NC,142101,58.78,97718,40.42,1952,0.8,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,241771,Democrat,58.78
North Carolina,Halifax__NC,16047,63.96,8961,35.71,83,0.33,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,25091,Democrat,63.96
North Carolina,Harnett__NC,16785,41.24,23579,57.93,341,0.83,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,40705,Republican,57.93
North Carolina,Haywood__NC,12730,45.36,14910,53.12,427,1.52,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,28067,Republican,53.12
North Carolina,Henderson__NC,20082,38.91,30930,59.93,602,1.16,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,51614,Republican,59.93
North Carolina,Hertford__NC,7513,70.54,3089,29,48,0.46,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,10650,Democrat,70.54
North Carolina,Hoke__NC,9227,59.05,6293,40.27,107,0.68,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,15627,Democrat,59.05
North Carolina,Hyde__NC,1241,50.26,1212,49.09,16,0.65,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,2469,Democrat,50.26
North Carolina,Iredell__NC,27318,37.34,45148,61.71,696,0.95,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,73162,Republican,61.71
North Carolina,Jackson__NC,8766,51.97,7854,46.57,246,1.46,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,16866,Democrat,51.97
North Carolina,Johnston__NC,26795,37.73,43622,61.42,600,0.85,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,71017,Republican,61.42
North Carolina,Jones__NC,2378,45.49,2817,53.89,32,0.62,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,5227,Republican,53.89
North Carolina,Lee__NC,10784,45.33,12775,53.7,229,0.97,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,23788,Republican,53.7
North Carolina,Lenoir__NC,13378,49.74,13401,49.82,118,0.44,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,26897,Republican,49.82
North Carolina,Lincoln__NC,11713,32.72,23631,66.01,454,1.27,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,35798,Republican,66.01
North Carolina,Macon__NC,6620,38.4,10317,59.85,301,1.75,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,17238,Republican,59.85
North Carolina,Madison__NC,5026,48.42,5192,50.02,161,1.56,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,10379,Republican,50.02
North Carolina,Martin__NC,6539,52.14,5957,47.5,45,0.36,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,12541,Democrat,52.14
North Carolina,McDowell__NC,6571,35.74,11534,62.73,281,1.53,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,18386,Republican,62.73
North Carolina,Mecklenburg__NC,253958,61.82,153848,37.45,3011,0.73,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,410817,Democrat,61.82
North Carolina,Mitchell__NC,2238,28.52,5499,70.09,109,1.39,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,7846,Republican,70.09
North Carolina,Montgomery__NC,4926,43.94,6155,54.91,129,1.15,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,11210,Republican,54.91
North Carolina,Moore__NC,17624,38.88,27314,60.26,390,0.86,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,45328,Republican,60.26
North Carolina,Nash__NC,23099,49.02,23728,50.36,291,0.62,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,47118,Republican,50.36
North Carolina,New_Hanover__NC,49145,48.82,50544,50.21,976,0.97,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,100665,Republican,50.21
North Carolina,Northampton__NC,6903,65.01,3671,34.57,44,0.42,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,10618,Democrat,65.01
North Carolina,Onslow__NC,19499,38.84,30278,60.31,426,0.85,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,50203,Republican,60.31
North Carolina,Orange__NC,53806,71.83,20266,27.05,838,1.12,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,74910,Democrat,71.83
North Carolina,Pamlico__NC,2838,42.28,3823,56.96,51,0.76,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,6712,Republican,56.96
North Carolina,Pasquotank__NC,10272,56.5,7778,42.78,130,0.72,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,18180,Democrat,56.5
North Carolina,Pender__NC,9907,41.72,13618,57.34,224,0.94,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,23749,Republican,57.34
North Carolina,Perquimans__NC,2772,42.64,3678,56.58,51,0.78,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,6501,Republican,56.58
North Carolina,Person__NC,8446,45.33,10030,53.83,156,0.84,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,18632,Republican,53.83
North Carolina,Pitt__NC,40501,54.08,33927,45.31,456,0.61,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,74884,Democrat,54.08
North Carolina,Polk__NC,4396,41.62,5990,56.71,176,1.67,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,10562,Republican,56.71
North Carolina,Randolph__NC,16414,28.23,40998,70.51,735,1.26,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,58147,Republican,70.51
North Carolina,Richmond__NC,9713,50.26,9424,48.76,190,0.98,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,19327,Democrat,50.26
North Carolina,Robeson__NC,23058,56.47,17433,42.69,343,0.84,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,40834,Democrat,56.47
North Carolina,Rockingham__NC,17255,41.47,23899,57.43,458,1.1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,41612,Republican,57.43
North Carolina,Rowan__NC,23391,38,37451,60.84,718,1.16,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,61560,Republican,60.84
North Carolina,Rutherford__NC,9641,33.57,18769,65.35,310,1.08,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,28720,Republican,65.35
North Carolina,Sampson__NC,11836,45.46,14038,53.91,164,0.63,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,26038,Republican,53.91
North Carolina,Scotland__NC,8151,57.33,6005,42.24,61,0.43,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,14217,Democrat,57.33
North Carolina,Stanly__NC,8878,31.14,19329,67.81,299,1.05,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,28506,Republican,67.81
North Carolina,Stokes__NC,6875,31.62,14488,66.63,380,1.75,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,21743,Republican,66.63
North Carolina,Surry__NC,10475,35.48,18730,63.44,320,1.08,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,29525,Republican,63.44
North Carolina,Swain__NC,2806,48.4,2900,50.02,92,1.58,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,5798,Republican,50.02
North Carolina,Transylvania__NC,7275,43.02,9401,55.6,233,1.38,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,16909,Republican,55.6
North Carolina,Tyrrell__NC,933,48.85,960,50.26,17,0.99,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,1910,Republican,50.26
North Carolina,Union__NC,31189,36.23,54123,62.87,777,0.9,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,86089,Republican,62.87
North Carolina,Vance__NC,13166,63.08,7606,36.44,99,0.48,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,20871,Democrat,63.08
North Carolina,Wake__NC,250891,56.73,187001,42.28,4353,0.99,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,442245,Democrat,56.73
North Carolina,Warren__NC,7086,69.5,3063,30.04,46,0.46,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,10195,Democrat,69.5
North Carolina,Washington__NC,3748,58.07,2670,41.37,36,0.54,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,6454,Democrat,58.07
North Carolina,Watauga__NC,14558,51.31,13344,47.03,470,1.66,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,28372,Democrat,51.31
North Carolina,Wayne__NC,22671,45.45,26952,54.03,259,0.52,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,49882,Republican,54.03
North Carolina,Wilkes__NC,8934,30.06,20288,68.25,502,1.69,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,29724,Republican,68.25
North Carolina,Wilson__NC,19652,52.84,17375,46.72,164,0.44,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,37191,Democrat,52.84
North Carolina,Yadkin__NC,4527,26.4,12409,72.37,211,1.23,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,17147,Republican,72.37
North Carolina,Yancey__NC,4486,46.17,5045,51.92,186,1.91,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,9717,Republican,51.92
North Dakota,Adams__ND,435,34.23,788,62,0,0,0,0,0,0,0,0,29,2.28,6,0.47,0,0,13,1.02,,,,,,,,,,,,,,,,,1271,Republican,62
North Dakota,Barnes__ND,2741,48.14,2826,49.63,0,0,0,0,0,0,0,0,66,1.16,14,0.25,0,0,47,0.83,,,,,,,,,,,,,,,,,5694,Republican,49.63
North Dakota,Benson__ND,1569,66.09,773,32.56,0,0,0,0,0,0,0,0,21,0.88,5,0.21,0,0,6,0.25,,,,,,,,,,,,,,,,,2374,Democrat,66.09
North Dakota,Billings__ND,114,22.85,375,75.15,0,0,0,0,0,0,0,0,7,1.4,3,0.6,0,0,0,0,,,,,,,,,,,,,,,,,499,Republican,75.15
North Dakota,Bottineau__ND,1387,39.45,2059,58.56,0,0,0,0,0,0,0,0,40,1.14,13,0.37,0,0,17,0.48,,,,,,,,,,,,,,,,,3516,Republican,58.56
North Dakota,Bowman__ND,478,29.15,1107,67.5,0,0,0,0,0,0,0,0,37,2.26,5,0.3,0,0,13,0.79,,,,,,,,,,,,,,,,,1640,Republican,67.5
North Dakota,Burke__ND,286,30.33,640,67.87,0,0,0,0,0,0,0,0,11,1.17,3,0.32,0,0,3,0.32,,,,,,,,,,,,,,,,,943,Republican,67.87
North Dakota,Burleigh__ND,15600,37.14,25443,60.58,0,0,0,0,0,0,0,0,513,1.22,113,0.27,0,0,103,0.25,,,,,,,,,,,,,,,,,41999,Republican,60.58
North Dakota,Cass__ND,37622,52.37,32566,45.34,0,0,0,0,0,0,0,0,755,1.05,270,0.38,0,0,206,0.29,,,,,,,,,,,,,,,,,71834,Democrat,52.37
North Dakota,Cavalier__ND,930,43.66,1128,52.96,0,0,0,0,0,0,0,0,56,2.63,6,0.28,0,0,10,0.47,,,,,,,,,,,,,,,,,2130,Republican,52.96
North Dakota,Dickey__ND,1044,39.85,1525,58.21,0,0,0,0,0,0,0,0,34,1.3,6,0.23,0,0,11,0.42,,,,,,,,,,,,,,,,,2620,Republican,58.21
North Dakota,Divide__ND,464,41.03,630,55.7,0,0,0,0,0,0,0,0,25,2.21,6,0.53,0,0,6,0.53,,,,,,,,,,,,,,,,,1131,Republican,55.7
North Dakota,Dunn__ND,527,32.06,1080,65.69,0,0,0,0,0,0,0,0,29,1.76,3,0.18,0,0,5,0.3,,,,,,,,,,,,,,,,,1644,Republican,65.69
North Dakota,Eddy__ND,583,50.04,548,47.04,0,0,0,0,0,0,0,0,21,1.8,7,0.6,0,0,6,0.52,,,,,,,,,,,,,,,,,1165,Democrat,50.04
North Dakota,Emmons__ND,546,29.72,1230,66.96,0,0,0,0,0,0,0,0,41,2.23,8,0.44,0,0,12,0.65,,,,,,,,,,,,,,,,,1837,Republican,66.96
North Dakota,Foster__ND,687,41.61,914,55.36,0,0,0,0,0,0,0,0,31,1.88,8,0.48,0,0,11,0.67,,,,,,,,,,,,,,,,,1651,Republican,55.36
North Dakota,Golden_Valley__ND,210,24,642,73.37,0,0,0,0,0,0,0,0,14,1.6,1,0.11,0,0,8,0.91,,,,,,,,,,,,,,,,,875,Republican,73.37
North Dakota,Grand_Forks__ND,16104,51.4,14520,46.34,0,0,0,0,0,0,0,0,338,1.08,110,0.35,0,0,81,0.26,,,,,,,,,,,,,,,,,31333,Democrat,51.4
North Dakota,Grant__ND,405,30.11,873,64.91,0,0,0,0,0,0,0,0,27,2.01,10,0.74,0,0,8,0.59,,,,,,,,,,,,,,,,,1345,Republican,64.91
North Dakota,Griggs__ND,598,45.51,682,51.9,0,0,0,0,0,0,0,0,26,1.98,5,0.38,0,0,3,0.23,,,,,,,,,,,,,,,,,1314,Republican,51.9
North Dakota,Hettinger__ND,406,30.12,893,66.25,0,0,0,0,0,0,0,0,32,2.37,9,0.67,0,0,8,0.59,,,,,,,,,,,,,,,,,1348,Republican,66.25
North Dakota,Kidder__ND,422,34.36,752,61.24,0,0,0,0,0,0,0,0,29,2.36,14,1.14,0,0,11,0.9,,,,,,,,,,,,,,,,,1228,Republican,61.24
North Dakota,LaMoure__ND,868,38.73,1310,58.46,0,0,0,0,0,0,0,0,41,1.83,10,0.45,0,0,12,0.54,,,,,,,,,,,,,,,,,2241,Republican,58.46
North Dakota,Logan__ND,299,28.29,726,68.68,0,0,0,0,0,0,0,0,26,2.46,2,0.19,0,0,4,0.38,,,,,,,,,,,,,,,,,1057,Republican,68.68
North Dakota,McHenry__ND,981,40.6,1374,56.87,0,0,0,0,0,0,0,0,49,2.03,6,0.25,0,0,6,0.25,,,,,,,,,,,,,,,,,2416,Republican,56.87
North Dakota,McIntosh__ND,579,37.79,916,59.79,0,0,0,0,0,0,0,0,29,1.89,2,0.13,0,0,6,0.39,,,,,,,,,,,,,,,,,1532,Republican,59.79
North Dakota,McKenzie__ND,933,34.36,1740,64.09,0,0,0,0,0,0,0,0,33,1.22,6,0.22,0,0,3,0.11,,,,,,,,,,,,,,,,,2715,Republican,64.09
North Dakota,McLean__ND,1867,39.42,2767,58.42,0,0,0,0,0,0,0,0,75,1.58,17,0.36,0,0,10,0.21,,,,,,,,,,,,,,,,,4736,Republican,58.42
North Dakota,Mercer__ND,1476,33.57,2789,63.43,0,0,0,0,0,0,0,0,89,2.02,19,0.43,0,0,24,0.55,,,,,,,,,,,,,,,,,4397,Republican,63.43
North Dakota,Morton__ND,5079,38.08,7869,58.99,0,0,0,0,0,0,0,0,219,1.64,54,0.4,0,0,43,0.32,,,,,,,,,,,,,,,,,13339,Republican,58.99
North Dakota,Mountrail__ND,1477,50.27,1406,47.86,0,0,0,0,0,0,0,0,36,1.23,6,0.2,0,0,13,0.44,,,,,,,,,,,,,,,,,2938,Democrat,50.27
North Dakota,Nelson__ND,907,51.77,800,45.66,0,0,0,0,0,0,0,0,32,1.83,7,0.4,0,0,6,0.34,,,,,,,,,,,,,,,,,1752,Democrat,51.77
North Dakota,Oliver__ND,332,31.92,682,65.58,0,0,0,0,0,0,0,0,20,1.92,5,0.48,0,0,1,0.1,,,,,,,,,,,,,,,,,1040,Republican,65.58
North Dakota,Pembina__ND,1494,45.18,1722,52.07,0,0,0,0,0,0,0,0,47,1.42,21,0.64,0,0,23,0.7,,,,,,,,,,,,,,,,,3307,Republican,52.07
North Dakota,Pierce__ND,792,37.03,1301,60.82,0,0,0,0,0,0,0,0,34,1.59,4,0.19,0,0,8,0.37,,,,,,,,,,,,,,,,,2139,Republican,60.82
North Dakota,Ramsey__ND,2314,48.59,2361,49.58,0,0,0,0,0,0,0,0,57,1.2,15,0.31,0,0,15,0.31,,,,,,,,,,,,,,,,,4762,Republican,49.58
North Dakota,Ransom__ND,1371,56.35,998,41.02,0,0,0,0,0,0,0,0,43,1.77,15,0.62,0,0,6,0.25,,,,,,,,,,,,,,,,,2433,Democrat,56.35
North Dakota,Renville__ND,505,37.52,799,59.36,0,0,0,0,0,0,0,0,29,2.15,10,0.74,0,0,3,0.22,,,,,,,,,,,,,,,,,1346,Republican,59.36
North Dakota,Richland__ND,3513,46.45,3900,51.57,0,0,0,0,0,0,0,0,107,1.41,21,0.28,0,0,22,0.29,,,,,,,,,,,,,,,,,7563,Republican,51.57
North Dakota,Rolette__ND,3403,75.06,1045,23.05,0,0,0,0,0,0,0,0,53,1.17,17,0.37,0,0,16,0.35,,,,,,,,,,,,,,,,,4534,Democrat,75.06
North Dakota,Sargent__ND,1115,57.86,778,40.37,0,0,0,0,0,0,0,0,26,1.35,4,0.21,0,0,4,0.21,,,,,,,,,,,,,,,,,1927,Democrat,57.86
North Dakota,Sheridan__ND,229,28.52,555,69.12,0,0,0,0,0,0,0,0,15,1.87,1,0.12,0,0,3,0.37,,,,,,,,,,,,,,,,,803,Republican,69.12
North Dakota,Sioux__ND,1145,83.09,215,15.6,0,0,0,0,0,0,0,0,12,0.87,3,0.22,0,0,3,0.22,,,,,,,,,,,,,,,,,1378,Democrat,83.09
North Dakota,Slope__ND,106,25.79,297,72.26,0,0,0,0,0,0,0,0,4,0.97,3,0.73,0,0,1,0.24,,,,,,,,,,,,,,,,,411,Republican,72.26
North Dakota,Stark__ND,3802,34.17,7024,63.13,0,0,0,0,0,0,0,0,172,1.55,35,0.31,0,0,37,0.33,,,,,,,,,,,,,,,,,11127,Republican,63.13
North Dakota,Steele__ND,614,59.5,404,39.15,0,0,0,0,0,0,0,0,11,1.07,1,0.1,0,0,2,0.19,,,,,,,,,,,,,,,,,1032,Democrat,59.5
North Dakota,Stutsman__ND,4056,41.46,5499,56.2,0,0,0,0,0,0,0,0,156,1.59,27,0.28,0,0,46,0.47,,,,,,,,,,,,,,,,,9784,Republican,56.2
North Dakota,Towner__ND,621,51.88,536,44.78,0,0,0,0,0,0,0,0,33,2.76,1,0.08,0,0,6,0.5,,,,,,,,,,,,,,,,,1197,Democrat,51.88
North Dakota,Traill__ND,2136,52.86,1845,45.66,0,0,0,0,0,0,0,0,43,1.06,7,0.17,0,0,10,0.25,,,,,,,,,,,,,,,,,4041,Democrat,52.86
North Dakota,Walsh__ND,2325,47.62,2415,49.47,0,0,0,0,0,0,0,0,94,1.93,20,0.41,0,0,28,0.57,,,,,,,,,,,,,,,,,4882,Republican,49.47
North Dakota,Ward__ND,10144,39.37,15061,58.45,0,0,0,0,0,0,0,0,285,1.11,65,0.25,0,0,66,0.26,,,,,,,,,,,,,,,,,25768,Republican,58.45
North Dakota,Wells__ND,841,35.38,1468,61.76,0,0,0,0,0,0,0,0,43,1.81,5,0.21,0,0,20,0.84,,,,,,,,,,,,,,,,,2377,Republican,61.76
North Dakota,Williams__ND,2921,31.16,6291,67.12,0,0,0,0,0,0,0,0,104,1.11,36,0.38,0,0,21,0.22,,,,,,,,,,,,,,,,,9373,Republican,67.12
Ohio,Adams__OH,4170,36.53,6914,60.57,199,1.74,131,1.15,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,11414,Republican,60.57
Ohio,Allen__OH,19522,38.66,29940,59.29,671,1.33,362,0.72,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,50495,Republican,59.29
Ohio,Ashland__OH,9300,36.93,15158,60.19,502,1.98,225,0.89,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,25185,Republican,60.19
Ohio,Ashtabula__OH,25027,55.52,18949,42.04,644,1.44,456,1.01,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,45076,Democrat,55.52
Ohio,Athens__OH,20722,66.29,9742,31.17,532,1.7,263,0.84,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,31259,Democrat,66.29
Ohio,Auglaize__OH,6738,28.6,16414,69.67,238,1.01,169,0.72,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,23559,Republican,69.67
Ohio,Belmont__OH,16302,50.1,15422,47.4,410,1.26,402,1.24,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,32536,Democrat,50.1
Ohio,Brown__OH,7503,37.21,12192,60.46,251,1.25,220,1.09,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,20166,Republican,60.46
Ohio,Butler__OH,66030,37.94,105341,60.52,1649,0.95,1039,0.6,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,174059,Republican,60.52
Ohio,Carroll__OH,6423,45.93,7097,50.75,252,1.8,213,1.52,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,13985,Republican,50.75
Ohio,Champaign__OH,7385,39,11141,58.84,214,1.13,196,1.04,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,18936,Republican,58.84
Ohio,Clark__OH,31958,47.71,33634,50.21,734,1.09,661,0.99,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,66987,Republican,50.21
Ohio,Clermont__OH,31611,33.02,62559,65.35,965,1.01,599,0.63,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,95734,Republican,65.35
Ohio,Clinton__OH,6558,33.91,12409,64.16,178,0.92,197,1.02,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,19342,Republican,64.16
Ohio,Columbiana__OH,21882,44.93,25585,52.54,687,1.41,545,1.12,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,48699,Republican,52.54
Ohio,Coshocton__OH,7689,45.39,8675,51.22,353,2.08,221,1.3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,16938,Republican,51.22
Ohio,Crawford__OH,8289,39.05,12316,58.03,378,1.77,242,1.14,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,21225,Republican,58.03
Ohio,Cuyahoga__OH,458422,68.7,199880,29.95,5381,0.81,3616,0.54,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,667299,Democrat,68.7
Ohio,Darke__OH,7964,30.82,17290,66.92,311,1.21,273,1.06,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,25838,Republican,66.92
