State,County__State_Code,Democrat_Votes,Democrat_Pct,Republican_Votes,Republican_Pct,Ron Paul [ 14 ] Libertarian_Votes,Ron Paul [ 14 ] Libertarian_Pct,Leonora Fulani [ 14 ] Independent_Votes,Leonora Fulani [ 14 ] Independent_Pct,Various candidates [ 14 ] Other parties_Votes,Various candidates [ 14 ] Other parties_Pct,Ron Paul Libertarian_Votes,Ron Paul Libertarian_Pct,Lenora Fulani New Alliance_Votes,Lenora Fulani New Alliance_Pct,Various candidates Other parties_Votes,Various candidates Other parties_Pct,Various candidates [ 4 ] Other parties_Votes,Various candidates [ 4 ] Other parties_Pct,Ron Paul [ 18 ] Libertarian_Votes,Ron Paul [ 18 ] Libertarian_Pct,Leonora Fulani [ 18 ] New Alliance_Votes,Leonora Fulani [ 18 ] New Alliance_Pct,Ronald Paul Libertarian_Votes,Ronald Paul Libertarian_Pct,Leonora Fulani Independent_Votes,Leonora Fulani Independent_Pct,Leonora Fulani Illinois Solidarity_Votes,Leonora Fulani Illinois Solidarity_Pct,Edward Winn Socialist_Votes,Edward Winn Socialist_Pct,Lyndon LaRouche Independent_Votes,Lyndon LaRouche Independent_Pct,Ron Paul Independent_Votes,Ron Paul Independent_Pct,David Duke [ 4 ] Populist_Votes,David Duke [ 4 ] Populist_Pct,Ron Paul [ 4 ] Libertarian_Votes,Ron Paul [ 4 ] Libertarian_Pct,Leonora Fulani [ 4 ] New Alliance_Votes,Leonora Fulani [ 4 ] New Alliance_Pct,David Duke Independent Populist_Votes,David Duke Independent Populist_Pct,Ron Paul [ 3 ] Libertarian_Votes,Ron Paul [ 3 ] Libertarian_Pct,Various candidates [ 3 ] Other parties_Votes,Various candidates [ 3 ] Other parties_Pct,David Duke Independent_Votes,David Duke Independent_Pct,Leonora Fulani New Alliance_Votes,Leonora Fulani New Alliance_Pct,None of These Candidates_Votes,None of These Candidates_Pct,Lenora Fulani [ 3 ] New Alliance_Votes,Lenora Fulani [ 3 ] New Alliance_Pct,Ron Paul Write-in_Votes,Ron Paul Write-in_Pct,Lyndon LaRouche National Economic Recovery_Votes,Lyndon LaRouche National Economic Recovery_Pct,James Warren Socialist Workers_Votes,James Warren Socialist Workers_Pct,Ron Paul [ 2 ] Libertarian_Votes,Ron Paul [ 2 ] Libertarian_Pct,Lenora Fulani [ 2 ] New Alliance_Votes,Lenora Fulani [ 2 ] New Alliance_Pct,Lenora Branch Fulani [ 4 ] Independent_Votes,Lenora Branch Fulani [ 4 ] Independent_Pct,Leonora Fulani United Citizens_Votes,Leonora Fulani United Citizens_Pct,Lenora Fulani New Alliance Party_Votes,Lenora Fulani New Alliance Party_Pct,James Warren Socialist Workers Party_Votes,James Warren Socialist Workers Party_Pct,Delmar Dennis American_Votes,Delmar Dennis American_Pct,Various candidates [ 4 ] Write-ins_Votes,Various candidates [ 4 ] Write-ins_Pct,Lenora Fulani [ 16 ] Independent_Votes,Lenora Fulani [ 16 ] Independent_Pct,Ron Paul [ 16 ] Libertarian_Votes,Ron Paul [ 16 ] Libertarian_Pct,Total_Votes,Winner,Winner_Pct
North Carolina,Caldwell__NC,7862,34.08,15176,65.78,0,0,0,0,0,0,0,0,33,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,23071,Republican,65.78
North Carolina,Camden__NC,1081,48.07,1144,50.87,0,0,0,0,0,0,0,0,24,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,2249,Republican,50.87
North Carolina,Carteret__NC,6859,38.12,11076,61.55,0,0,0,0,0,0,0,0,51,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.04,,,,,,,,,,,,,,,,,,,,,,,,,17994,Republican,61.55
North Carolina,Caswell__NC,4189,55.79,3299,43.93,0,0,0,0,0,0,0,0,20,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.01,,,,,,,,,,,,,,,,,,,,,,,,,7509,Democrat,55.79
North Carolina,Catawba__NC,12922,30.89,28872,69.01,0,0,0,0,0,0,0,0,44,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,41838,Republican,69.01
North Carolina,Chatham__NC,7600,51.92,6999,47.81,0,0,0,0,0,0,0,0,27,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0.09,,,,,,,,,,,,,,,,,,,,,,,,,14639,Democrat,51.92
North Carolina,Cherokee__NC,2567,35.93,4557,63.78,0,0,0,0,0,0,0,0,21,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,7145,Republican,63.78
North Carolina,Chowan__NC,1756,48.06,1884,51.56,0,0,0,0,0,0,0,0,14,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,3654,Republican,51.56
North Carolina,Clay__NC,1289,37.04,2174,62.47,0,0,0,0,0,0,0,0,13,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.11,,,,,,,,,,,,,,,,,,,,,,,,,3480,Republican,62.47
North Carolina,Cleveland__NC,10321,42.3,14039,57.54,0,0,0,0,0,0,0,0,28,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.04,,,,,,,,,,,,,,,,,,,,,,,,,24397,Republican,57.54
North Carolina,Columbus__NC,9172,57.75,6659,41.93,0,0,0,0,0,0,0,0,51,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,15882,Democrat,57.75
North Carolina,Craven__NC,7313,37.66,12057,62.1,0,0,0,0,0,0,0,0,46,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.01,,,,,,,,,,,,,,,,,,,,,,,,,19417,Republican,62.1
North Carolina,Cumberland__NC,23789,46.66,27057,53.07,0,0,0,0,0,0,0,0,121,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.02,,,,,,,,,,,,,,,,,,,,,,,,,50979,Republican,53.07
North Carolina,Currituck__NC,1555,38.82,2443,60.98,0,0,0,0,0,0,0,0,5,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.07,,,,,,,,,,,,,,,,,,,,,,,,,4006,Republican,60.98
North Carolina,Dare__NC,2806,34.77,5234,64.85,0,0,0,0,0,0,0,0,29,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.02,,,,,,,,,,,,,,,,,,,,,,,,,8071,Republican,64.85
North Carolina,Davidson__NC,13215,31.72,28374,68.11,0,0,0,0,0,0,0,0,70,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.01,,,,,,,,,,,,,,,,,,,,,,,,,41662,Republican,68.11
North Carolina,Davie__NC,3166,28.29,7988,71.37,0,0,0,0,0,0,0,0,38,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,11192,Republican,71.37
North Carolina,Duplin__NC,5945,50.7,5774,49.24,0,0,0,0,0,0,0,0,7,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,11726,Democrat,50.7
North Carolina,Durham__NC,35441,53.79,29928,45.43,0,0,0,0,0,0,0,0,478,0.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0.05,,,,,,,,,,,,,,,,,,,,,,,,,65883,Democrat,53.79
North Carolina,Edgecombe__NC,9044,56.82,6831,42.92,0,0,0,0,0,0,0,0,31,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.06,,,,,,,,,,,,,,,,,,,,,,,,,15916,Democrat,56.82
North Carolina,Forsyth__NC,39726,40.65,57688,59.02,0,0,0,0,0,0,0,0,302,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0.02,,,,,,,,,,,,,,,,,,,,,,,,,97735,Republican,59.02
North Carolina,Franklin__NC,5438,49.62,5499,50.17,0,0,0,0,0,0,0,0,22,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.01,,,,,,,,,,,,,,,,,,,,,,,,,10960,Republican,50.17
North Carolina,Gaston__NC,14582,29.49,34775,70.32,0,0,0,0,0,0,0,0,87,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.01,,,,,,,,,,,,,,,,,,,,,,,,,49451,Republican,70.32
North Carolina,Gates__NC,2024,58.08,1451,41.64,0,0,0,0,0,0,0,0,10,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,3485,Democrat,58.08
North Carolina,Graham__NC,1313,38.4,2091,61.16,0,0,0,0,0,0,0,0,15,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,3419,Republican,61.16
North Carolina,Granville__NC,5280,50.58,4880,46.75,0,0,0,0,0,0,0,0,274,2.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.05,,,,,,,,,,,,,,,,,,,,,,,,,10439,Democrat,50.58
North Carolina,Greene__NC,2729,52.1,2498,47.69,0,0,0,0,0,0,0,0,11,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,5238,Democrat,52.1
North Carolina,Guilford__NC,50351,42.95,66060,56.35,0,0,0,0,0,0,0,0,276,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,545,0.46,,,,,,,,,,,,,,,,,,,,,,,,,117232,Republican,56.35
North Carolina,Halifax__NC,8726,53.83,7462,46.03,0,0,0,0,0,0,0,0,23,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,16211,Democrat,53.83
North Carolina,Harnett__NC,7259,42.63,9749,57.25,0,0,0,0,0,0,0,0,21,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,17029,Republican,57.25
North Carolina,Haywood__NC,9010,49.98,8957,49.68,0,0,0,0,0,0,0,0,48,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0.07,,,,,,,,,,,,,,,,,,,,,,,,,18028,Democrat,49.98
North Carolina,Henderson__NC,9338,32.06,19711,67.68,0,0,0,0,0,0,0,0,58,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0.06,,,,,,,,,,,,,,,,,,,,,,,,,29125,Republican,67.68
North Carolina,Hertford__NC,4943,62.33,2977,37.54,0,0,0,0,0,0,0,0,9,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.01,,,,,,,,,,,,,,,,,,,,,,,,,7930,Democrat,62.33
North Carolina,Hoke__NC,3281,61.52,2020,37.88,0,0,0,0,0,0,0,0,32,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,5333,Democrat,61.52
North Carolina,Hyde__NC,1316,58.13,940,41.52,0,0,0,0,0,0,0,0,8,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,2264,Democrat,58.13
North Carolina,Iredell__NC,10530,32.77,21536,67.02,0,0,0,0,0,0,0,0,62,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.02,,,,,,,,,,,,,,,,,,,,,,,,,32135,Republican,67.02
North Carolina,Jackson__NC,4933,48.73,5166,51.03,0,0,0,0,0,0,0,0,24,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,10123,Republican,51.03
North Carolina,Johnston__NC,8717,35.83,15563,63.97,0,0,0,0,0,0,0,0,35,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0.06,,,,,,,,,,,,,,,,,,,,,,,,,24329,Republican,63.97
North Carolina,Jones__NC,1946,54.03,1649,45.78,0,0,0,0,0,0,0,0,7,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,3602,Democrat,54.03
North Carolina,Lee__NC,4231,37.21,7104,62.47,0,0,0,0,0,0,0,0,34,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.02,,,,,,,,,,,,,,,,,,,,,,,,,11371,Republican,62.47
North Carolina,Lenoir__NC,7649,41.68,10669,58.13,0,0,0,0,0,0,0,0,34,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.01,,,,,,,,,,,,,,,,,,,,,,,,,18353,Republican,58.13
North Carolina,Lincoln__NC,6444,35.54,11651,64.26,0,0,0,0,0,0,0,0,32,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.02,,,,,,,,,,,,,,,,,,,,,,,,,18130,Republican,64.26
North Carolina,Macon__NC,3773,38.44,6026,61.39,0,0,0,0,0,0,0,0,13,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.04,,,,,,,,,,,,,,,,,,,,,,,,,9816,Republican,61.39
North Carolina,Madison__NC,3033,46.62,3453,53.07,0,0,0,0,0,0,0,0,20,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,6506,Republican,53.07
North Carolina,Martin__NC,3598,53.26,3149,46.61,0,0,0,0,0,0,0,0,7,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.03,,,,,,,,,,,,,,,,,,,,,,,,,6756,Democrat,53.26
North Carolina,McDowell__NC,4449,40.46,6526,59.34,0,0,0,0,0,0,0,0,22,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,10997,Republican,59.34
North Carolina,Mecklenburg__NC,71907,40.22,106236,59.42,0,0,0,0,0,0,0,0,619,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0.02,,,,,,,,,,,,,,,,,,,,,,,,,178796,Republican,59.42
North Carolina,Mitchell__NC,1377,22.9,4620,76.82,0,0,0,0,0,0,0,0,17,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,6014,Republican,76.82
North Carolina,Montgomery__NC,3995,46.83,4504,52.8,0,0,0,0,0,0,0,0,31,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,8530,Republican,52.8
North Carolina,Moore__NC,7642,34.35,14543,65.37,0,0,0,0,0,0,0,0,27,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0.16,,,,,,,,,,,,,,,,,,,,,,,,,22248,Republican,65.37
North Carolina,Nash__NC,8740,35.35,15906,64.34,0,0,0,0,0,0,0,0,32,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0.18,,,,,,,,,,,,,,,,,,,,,,,,,24722,Republican,64.34
North Carolina,New_Hanover__NC,15401,39.18,23807,60.56,0,0,0,0,0,0,0,0,82,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0.06,,,,,,,,,,,,,,,,,,,,,,,,,39313,Republican,60.56
North Carolina,Northampton__NC,4599,65.39,2415,34.34,0,0,0,0,0,0,0,0,19,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,7033,Democrat,65.39
North Carolina,Onslow__NC,7162,36.75,12253,62.87,0,0,0,0,0,0,0,0,71,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.01,,,,,,,,,,,,,,,,,,,,,,,,,19488,Republican,62.87
North Carolina,Orange__NC,22326,60.23,14503,39.13,0,0,0,0,0,0,0,0,131,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,0.29,,,,,,,,,,,,,,,,,,,,,,,,,37067,Democrat,60.23
North Carolina,Pamlico__NC,2188,48.56,2297,50.98,0,0,0,0,0,0,0,0,21,0.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,4506,Republican,50.98
North Carolina,Pasquotank__NC,3860,48.91,4006,50.76,0,0,0,0,0,0,0,0,25,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.01,,,,,,,,,,,,,,,,,,,,,,,,,7892,Republican,50.76
North Carolina,Pender__NC,4377,46.95,4926,52.84,0,0,0,0,0,0,0,0,13,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.08,,,,,,,,,,,,,,,,,,,,,,,,,9323,Republican,52.84
North Carolina,Perquimans__NC,1543,46.2,1781,53.32,0,0,0,0,0,0,0,0,14,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.06,,,,,,,,,,,,,,,,,,,,,,,,,3340,Republican,53.32
North Carolina,Person__NC,3777,43.78,4832,56,0,0,0,0,0,0,0,0,17,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.02,,,,,,,,,,,,,,,,,,,,,,,,,8628,Republican,56
North Carolina,Pitt__NC,14777,44.61,18245,55.08,0,0,0,0,0,0,0,0,72,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0.1,,,,,,,,,,,,,,,,,,,,,,,,,33127,Republican,55.08
North Carolina,Polk__NC,2534,39.45,3874,60.31,0,0,0,0,0,0,0,0,13,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.03,,,,,,,,,,,,,,,,,,,,,,,,,6423,Republican,60.31
North Carolina,Randolph__NC,8641,26.53,23881,73.32,0,0,0,0,0,0,0,0,49,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,32571,Republican,73.32
North Carolina,Richmond__NC,7151,58.34,5073,41.39,0,0,0,0,0,0,0,0,26,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.06,,,,,,,,,,,,,,,,,,,,,,,,,12257,Democrat,58.34
North Carolina,Robeson__NC,16988,62.92,9908,36.7,0,0,0,0,0,0,0,0,104,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,27000,Democrat,62.92
North Carolina,Rockingham__NC,11551,44.15,14591,55.77,0,0,0,0,0,0,0,0,21,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,26164,Republican,55.77
North Carolina,Rowan__NC,12127,34.24,23192,65.48,0,0,0,0,0,0,0,0,96,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,35416,Republican,65.48
North Carolina,Rutherford__NC,6926,40.02,10337,59.73,0,0,0,0,0,0,0,0,43,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,17306,Republican,59.73
North Carolina,Sampson__NC,8009,48.38,8524,51.49,0,0,0,0,0,0,0,0,22,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,16555,Republican,51.49
North Carolina,Scotland__NC,3865,54.56,3199,45.16,0,0,0,0,0,0,0,0,20,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,7084,Democrat,54.56
North Carolina,Stanly__NC,6627,35.76,11885,64.13,0,0,0,0,0,0,0,0,17,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.02,,,,,,,,,,,,,,,,,,,,,,,,,18532,Republican,64.13
North Carolina,Stokes__NC,5319,37.96,8661,61.81,0,0,0,0,0,0,0,0,27,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.04,,,,,,,,,,,,,,,,,,,,,,,,,14012,Republican,61.81
North Carolina,Surry__NC,7245,38.83,11393,61.06,0,0,0,0,0,0,0,0,22,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,18660,Republican,61.06
